email;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
schroedermichael@flores-lamb.info;Female;27;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;<=50K
ffarley@yahoo.com;Male;17;White;Never-married;12th;United-States;Private;Other-service;<=50K
teresamckinney@carrillo-callahan.com;Male;44;White;Married-civ-spouse;Bachelors;United-States;State-gov;Exec-managerial;>50K
josephallen@jenkins.org;Male;26;White;Married-civ-spouse;HS-grad;United-States;Private;Sales;<=50K
rodriguezdarrell@smith.com;Female;37;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
atkinsonkimberly@gmail.com;Male;49;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
melanie08@gmail.com;Male;42;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
ivasquez@yahoo.com;Female;26;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
preston73@robinson.com;Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
rebekahodonnell@peterson-robinson.com;Female;47;White;Never-married;Masters;United-States;Private;Prof-specialty;<=50K
christine44@yahoo.com;Male;49;White;Divorced;Some-college;United-States;Private;Tech-support;<=50K
rkennedy@hotmail.com;Female;17;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
wglover@reyes.com;Male;42;White;Divorced;Some-college;United-States;Private;Prof-specialty;<=50K
coopernancy@gmail.com;Male;30;White;Married-civ-spouse;10th;United-States;Private;Craft-repair;<=50K
cpeck@berry.com;Male;36;Asian-Pac-Islander;Married-civ-spouse;Assoc-voc;Hong;State-gov;Tech-support;<=50K
matthew35@yahoo.com;Female;53;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
ybecker@price-pearson.com;Male;23;Black;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
uwalker@diaz.com;Female;35;White;Divorced;HS-grad;United-States;Private;Other-service;<=50K
caitlin70@myers.net;Male;32;Amer-Indian-Eskimo;Never-married;11th;United-States;Private;Craft-repair;>50K
eguzman@gmail.com;Female;39;White;Widowed;Bachelors;Poland;Private;Prof-specialty;>50K
vromero@gmail.com;Male;40;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;<=50K
storres@smith-salinas.biz;Male;28;White;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;<=50K
qfritz@yahoo.com;Male;32;White;Never-married;HS-grad;United-States;Private;Transport-moving;<=50K
wolfdale@castillo.net;Female;42;White;Never-married;Some-college;United-States;Private;Adm-clerical;<=50K
wgreen@hotmail.com;Female;35;White;Never-married;Bachelors;United-States;Private;Adm-clerical;<=50K
alexis81@yahoo.com;Female;35;Black;Never-married;12th;United-States;Private;Machine-op-inspct;<=50K
brittanylittle@yahoo.com;Male;21;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
nreyes@harris-gonzalez.com;Male;71;White;Widowed;7th-8th;United-States;Private;Exec-managerial;>50K
steven14@jones.com;Male;31;White;Separated;HS-grad;United-States;Private;Other-service;<=50K
deborah05@hotmail.com;Female;25;Black;Never-married;Some-college;United-States;Local-gov;Adm-clerical;<=50K
houstonsheila@yahoo.com;Female;35;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
floresapril@gmail.com;Male;24;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
longdebbie@hotmail.com;Male;69;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
ymorris@yahoo.com;Male;35;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;<=50K
nicole12@jones.com;Male;42;White;Never-married;Bachelors;United-States;Private;Sales;>50K
sford@hotmail.com;Male;51;White;Married-civ-spouse;Assoc-voc;United-States;Private;Tech-support;>50K
cameronrobin@gardner.info;Male;48;White;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
james78@gmail.com;Male;49;White;Married-civ-spouse;Assoc-voc;United-States;Private;Adm-clerical;<=50K
collinsscott@hotmail.com;Male;53;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Exec-managerial;<=50K
pbass@gonzalez.com;Male;43;White;Married-civ-spouse;Some-college;United-States;Private;Adm-clerical;<=50K
phillip78@pierce.com;Male;53;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
rogersdavid@gmail.com;Male;35;White;Never-married;HS-grad;United-States;Private;Machine-op-inspct;<=50K
lsuarez@gmail.com;Female;36;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
kevinhurley@yahoo.com;Female;34;White;Never-married;Masters;United-States;Local-gov;Prof-specialty;<=50K
iwyatt@hotmail.com;Male;48;White;Married-civ-spouse;Some-college;United-States;Private;Other-service;>50K
coxstephen@turner.com;Female;53;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
deborahgibson@garcia.com;Male;37;White;Divorced;Some-college;United-States;Private;Handlers-cleaners;<=50K
plong@yahoo.com;Female;49;White;Divorced;Prof-school;United-States;State-gov;Exec-managerial;<=50K
jcummings@tucker-lee.com;Male;41;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
loriarias@yahoo.com;Female;25;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
shafferchase@martinez.com;Male;24;White;Married-civ-spouse;Some-college;United-States;Private;Craft-repair;<=50K
gwilliams@nguyen.biz;Male;34;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
lawrencejohns@barber.biz;Female;29;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
kristinmurphy@mills.com;Female;23;Black;Never-married;Bachelors;United-States;Private;Tech-support;<=50K
tracistephenson@gmail.com;Male;46;White;Separated;Some-college;United-States;Private;Sales;<=50K
rodriguezmatthew@gmail.com;Female;20;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
guerrasusan@herrera.org;Male;63;White;Married-civ-spouse;12th;United-States;Private;Craft-repair;<=50K
glasskyle@gmail.com;Male;40;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Sales;<=50K
matthewmoore@rodriguez-smith.com;Male;33;White;Divorced;Assoc-acdm;United-States;Private;Prof-specialty;<=50K
leslie41@ellis.net;Female;24;Black;Never-married;Some-college;United-States;Federal-gov;Adm-clerical;<=50K
kellygarcia@gmail.com;Male;36;White;Never-married;Some-college;United-States;Private;Other-service;<=50K
lawrence15@hotmail.com;Male;25;White;Never-married;HS-grad;United-States;Private;Prof-specialty;<=50K
henrywright@moses.com;Male;54;White;Married-civ-spouse;9th;United-States;Local-gov;Other-service;<=50K
jamesmunoz@gmail.com;Male;50;White;Divorced;Bachelors;United-States;Self-emp-not-inc;Sales;<=50K
jacksonhannah@rice.com;Male;58;White;Married-civ-spouse;Bachelors;United-States;State-gov;Exec-managerial;<=50K
rhill@gmail.com;Male;17;White;Never-married;11th;England;Private;Other-service;<=50K
john32@petersen.net;Male;40;White;Married-civ-spouse;HS-grad;United-States;Private;Exec-managerial;>50K
msanders@yahoo.com;Male;27;White;Never-married;Bachelors;United-States;Private;Sales;<=50K
thomasgail@lyons.com;Female;20;White;Separated;HS-grad;United-States;Private;Sales;<=50K
smoore@scott-collins.com;Male;22;White;Married-civ-spouse;11th;United-States;Private;Craft-repair;<=50K
fnewton@yahoo.com;Male;80;White;Married-civ-spouse;11th;United-States;Self-emp-not-inc;Exec-managerial;<=50K
clarkecheryl@hotmail.com;Male;52;White;Divorced;HS-grad;United-States;Private;Transport-moving;<=50K
aaronhansen@tanner.net;Male;40;White;Married-civ-spouse;Bachelors;United-States;Federal-gov;Adm-clerical;>50K
sharonhuang@gmail.com;Female;48;White;Separated;10th;United-States;Private;Machine-op-inspct;<=50K
alishafloyd@gmail.com;Male;62;White;Married-civ-spouse;HS-grad;United-States;Private;Handlers-cleaners;<=50K
heather18@johnson.org;Male;32;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Tech-support;>50K
graysheri@gmail.com;Male;58;White;Married-civ-spouse;Bachelors;United-States;Federal-gov;Exec-managerial;>50K
victoriawinters@gmail.com;Male;37;White;Married-civ-spouse;Masters;United-States;Self-emp-not-inc;Exec-managerial;>50K
jennifer70@gmail.com;Male;29;White;Married-civ-spouse;Doctorate;United-States;Self-emp-inc;Prof-specialty;>50K
peggywilliams@henson.com;Male;25;White;Never-married;HS-grad;United-States;Private;Other-service;<=50K
eayala@obrien.com;Male;26;White;Never-married;Some-college;United-States;Private;Machine-op-inspct;<=50K
lisa59@thomas.com;Male;50;White;Married-civ-spouse;Some-college;United-States;Private;Sales;<=50K
tmills@gmail.com;Male;30;White;Married-civ-spouse;Bachelors;United-States;Federal-gov;Prof-specialty;>50K
steven99@torres.com;Male;30;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;<=50K
ywilliams@yahoo.com;Female;59;White;Widowed;HS-grad;United-States;Private;Other-service;<=50K
jacksonchristina@butler.biz;Male;36;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
adam53@sandoval-mcdonald.com;Male;37;White;Married-civ-spouse;Masters;Ecuador;Private;Exec-managerial;>50K
olsonjamie@johnson.com;Female;42;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
howardjudy@evans-cook.com;Male;34;Black;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
webbsylvia@rice.com;Male;27;White;Married-civ-spouse;9th;United-States;Self-emp-not-inc;Craft-repair;<=50K
jennifer93@dodson.com;Male;39;White;Married-civ-spouse;Bachelors;United-States;Private;Tech-support;>50K
loganjones@williams-miller.info;Male;41;Asian-Pac-Islander;Married-civ-spouse;Assoc-voc;India;Private;Other-service;>50K
henryjennifer@yahoo.com;Male;34;Asian-Pac-Islander;Married-civ-spouse;Bachelors;South;Self-emp-not-inc;Craft-repair;>50K
brendamendoza@yahoo.com;Male;41;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;<=50K
armstrongchristian@mora-olson.org;Female;50;Black;Divorced;Some-college;United-States;Private;Adm-clerical;<=50K
hatfieldsandra@gmail.com;Female;18;White;Never-married;HS-grad;United-States;Private;Handlers-cleaners;<=50K
lisa03@gmail.com;Female;23;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
ewingsteven@bauer-lewis.com;Male;26;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;<=50K
megan66@yahoo.com;Male;38;White;Married-civ-spouse;Some-college;United-States;Private;Transport-moving;>50K
dominguezstephanie@yahoo.com;Male;27;White;Married-civ-spouse;Some-college;United-States;Private;Prof-specialty;<=50K
jamespeterson@yahoo.com;Male;21;Other;Never-married;10th;Dominican-Republic;Private;Handlers-cleaners;<=50K
barrondaisy@yahoo.com;Male;41;White;Married-civ-spouse;HS-grad;United-States;Private;Other-service;<=50K
jpadilla@yahoo.com;Male;42;Amer-Indian-Eskimo;Divorced;Assoc-acdm;United-States;Self-emp-not-inc;Craft-repair;<=50K
collinsmichael@gmail.com;Male;25;White;Never-married;10th;United-States;Private;Machine-op-inspct;<=50K
kingjessica@gmail.com;Male;43;White;Married-civ-spouse;Bachelors;United-States;Private;Sales;>50K
smithstephanie@yahoo.com;Male;23;White;Never-married;Some-college;United-States;Private;Handlers-cleaners;<=50K
victoriavaldez@diaz-watkins.net;Male;40;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;>50K
gboyd@mcmahon.org;Male;23;Black;Never-married;Some-college;United-States;Private;Sales;<=50K
davidriley@hotmail.com;Female;18;White;Never-married;11th;United-States;Private;Other-service;<=50K
malloryreynolds@gmail.com;Male;37;White;Never-married;Bachelors;United-States;Private;Exec-managerial;<=50K
katherine52@bradley-richardson.com;Male;58;Black;Married-civ-spouse;9th;United-States;Private;Machine-op-inspct;<=50K
douglasdaniel@gmail.com;Male;36;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
ijohnson@cole.com;Male;36;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Prof-specialty;>50K
sharon75@yahoo.com;Female;25;White;Married-civ-spouse;Assoc-voc;United-States;Private;Prof-specialty;>50K
icarr@bradley.com;Male;62;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
jodymartinez@ayala.net;Male;34;White;Married-civ-spouse;Some-college;United-States;Private;Transport-moving;<=50K
joshua42@harvey.info;Female;27;White;Never-married;Bachelors;United-States;Private;Prof-specialty;<=50K
allison46@arnold-jones.net;Male;23;White;Never-married;HS-grad;United-States;Private;Sales;<=50K
stephensonamy@williams-maldonado.net;Female;55;White;Divorced;HS-grad;United-States;Private;Adm-clerical;<=50K
ashley19@villanueva.com;Male;42;White;Married-civ-spouse;HS-grad;United-States;Private;Machine-op-inspct;<=50K
william94@henderson.net;Female;22;Black;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
david90@hotmail.com;Male;44;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Sales;>50K
gabriella65@gmail.com;Male;42;White;Married-civ-spouse;Some-college;United-States;Local-gov;Transport-moving;<=50K
jonathan15@griffith.biz;Male;21;White;Never-married;HS-grad;United-States;Private;Adm-clerical;<=50K
michelle24@mclaughlin-dudley.com;Female;25;Black;Divorced;Assoc-acdm;United-States;Private;Adm-clerical;<=50K
cmartinez@rivera.com;Male;31;White;Separated;1st-4th;Honduras;Private;Handlers-cleaners;<=50K
villanuevaamy@gmail.com;Male;42;White;Divorced;Some-college;United-States;Private;Craft-repair;<=50K
ehernandez@knight.com;Male;26;White;Married-civ-spouse;9th;United-States;Private;Craft-repair;<=50K
david01@garcia-harvey.com;Male;62;White;Married-civ-spouse;Some-college;United-States;Private;Exec-managerial;>50K
foxwilliam@cook.info;Male;28;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
crystal55@gmail.com;Male;34;White;Married-civ-spouse;Masters;United-States;Private;Exec-managerial;<=50K
hayessamuel@gmail.com;Male;51;White;Married-civ-spouse;Bachelors;United-States;Private;Handlers-cleaners;<=50K
pennygrant@gonzalez.net;Female;45;White;Married-civ-spouse;Masters;United-States;Local-gov;Prof-specialty;>50K
aprilsteele@hotmail.com;Male;44;White;Married-civ-spouse;Some-college;United-States;Private;Transport-moving;>50K
shannongrant@gmail.com;Male;35;White;Married-spouse-absent;Some-college;United-States;Private;Farming-fishing;<=50K
katherine28@vargas-hall.com;Male;46;White;Married-civ-spouse;7th-8th;United-States;Private;Transport-moving;<=50K
jsteele@white.com;Male;46;White;Never-married;Assoc-acdm;United-States;Private;Tech-support;<=50K
julie92@thompson-krueger.net;Male;46;White;Married-civ-spouse;Bachelors;United-States;Private;Exec-managerial;>50K
reginafoley@yahoo.com;Male;66;White;Married-civ-spouse;Bachelors;United-States;Self-emp-not-inc;Exec-managerial;>50K
andersonmelissa@yahoo.com;Female;34;White;Separated;HS-grad;United-States;State-gov;Adm-clerical;<=50K
usimpson@hotmail.com;Male;26;White;Married-civ-spouse;Assoc-acdm;United-States;Private;Sales;<=50K
gallegosadam@hernandez.com;Male;29;White;Married-civ-spouse;HS-grad;United-States;Private;Craft-repair;>50K
wchavez@gmail.com;Female;23;White;Never-married;Bachelors;United-States;Private;Adm-clerical;<=50K
jeremyhouston@rogers-patel.org;Female;46;White;Married-civ-spouse;9th;United-States;Private;Machine-op-inspct;<=50K
aleonard@sims-jensen.com;Male;54;White;Married-civ-spouse;Masters;United-States;Private;Sales;>50K
wellskevin@armstrong.info;Male;54;White;Married-civ-spouse;7th-8th;United-States;Self-emp-not-inc;Farming-fishing;<=50K
heatherking@wade.com;Female;71;White;Widowed;9th;United-States;Private;Sales;<=50K
andrewjones@mckee.info;Male;51;White;Married-civ-spouse;12th;United-States;Private;Craft-repair;<=50K
edavis@marks-mullins.com;Male;32;White;Never-married;HS-grad;United-States;Private;Craft-repair;<=50K
brentalexander@noble.net;Male;57;White;Married-spouse-absent;11th;Canada;Private;Craft-repair;<=50K
ifernandez@jones.net;Male;34;White;Never-married;9th;United-States;Private;Craft-repair;<=50K
casey46@yahoo.com;Male;40;White;Divorced;Bachelors;United-States;Private;Sales;>50K
sarah69@rodriguez.net;Female;21;White;Never-married;HS-grad;United-States;Private;Exec-managerial;<=50K
ninanichols@yahoo.com;Male;50;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
wcox@johnson-choi.com;Male;32;White;Never-married;Assoc-voc;Ireland;Private;Craft-repair;<=50K
dbell@butler.info;Female;37;White;Married-civ-spouse;Bachelors;United-States;Local-gov;Prof-specialty;>50K
bradley61@hotmail.com;Male;19;White;Married-civ-spouse;7th-8th;United-States;Private;Craft-repair;<=50K
amandafowler@gmail.com;Female;64;White;Widowed;HS-grad;United-States;Private;Adm-clerical;<=50K
joshuahernandez@gmail.com;Male;17;Black;Never-married;11th;United-States;Private;Other-service;<=50K
rebeccaphillips@garcia.com;Male;37;White;Married-civ-spouse;Assoc-voc;United-States;Private;Other-service;<=50K
ebennett@baker-garcia.net;Male;32;White;Never-married;Some-college;United-States;Private;Craft-repair;<=50K
mackkevin@mosley.info;Male;20;Black;Never-married;Some-college;United-States;Private;Other-service;<=50K
jdoyle@evans.com;Male;39;White;Never-married;Doctorate;United-States;Self-emp-not-inc;Prof-specialty;>50K
dwise@hotmail.com;Male;18;White;Never-married;12th;Columbia;Private;Handlers-cleaners;<=50K
traciewilliams@robertson.info;Male;42;White;Married-civ-spouse;Masters;United-States;Private;Prof-specialty;>50K
parkerlouis@gmail.com;Male;43;White;Married-civ-spouse;Some-college;United-States;Private;Sales;>50K
christopher21@yahoo.com;Male;42;White;Married-civ-spouse;Bachelors;United-States;Private;Adm-clerical;>50K
